MUSEUMID,SITENAME,VESSELNAME,OTHERNAMES,PROTECTED,NMREGNR,NHBDBID,OPERATOROWNER,ORIGIN,LAUNCHEDY,PERIODC,VESSELTYPE,PURPOSE,PROPULSION,LENGTHM,BEAMM,DRAFTHEIGHTM,TONNAGEBRT,DISPLACEMENTT,CREW,PHYSICALDESCRIPTION,BIOGRAPHY,LASTFLAG,LASTCAPTAIN,LASTVOYAGE,DATEOFDEPARTURE,PORTOFDEPARTURE,DESTINATION,CARGO,TASK,WRECKED,LATITUDE,LONGITUDE,ALTERNATIVELAT,ALTERNATIVELONG,COORDINATEACCURACY,LOCATIONDESCRIPTION,SHIPWRECKINGCAUSE,SHIPWRECKINGY,DEPTHM,TOPONYM,LOCATIONTYPE,STORYOFSHIPWRECKING,EXTENTOFPRESERVATION,POSITIONONSEABED,DAMAGES,DISCOVERYY,DISCOVERER,STORYOFDISCOVERY,OBJECTSRECOVERED,MUIS,REPORTS,SONARIMAGES,OTHERSOURCES,MARKERICON,ICONMUSEUMID,TEXT
2399,Ankur 8,,,ei,,,,,,,ankur,ankur,,,,,,,,"Kahekäpaline raudankur. Puust risttugi puudub. Sääre otsast puudub ka tükk ankruseekli või rõngaga. Üldpikkus 375 cm, käpa pikkus 214 cm.","1998 - avastamine, Tallinna Vanasadam",,,,,,,,,üles tõstetud,,,,,,Tallinna Vanasadama basseinis nr.1 (kai nr.5 nurga sees),,,,Tallinna Vanasadam,sadam,,,,Seisukord väga hea,1998,,Leitud Tallinna Vanasadama süvendustööde käigus 1998.a. sügisel. Asub Tallinna Vanasadamas.,,,,,"foto, videofilm",marina,red_circle,"Ankur 8, Raj. II - , kahekäpaline raudankur, leitud Tallinna Vanasadama süvendustööde käigus basseinist nr.1 (kai nr.5 nurga seest) 1998.a. sügisel. Puust risttugi puudub. Sääre otsast puudub ka tükk ankruseekli või rõngaga. Üldpikkus 375 cm, käpa pikkus 214 cm. Seisukord väga hea. Asub Tallinna Vanasadamas. (foto, videofilm)"
2391,Ankur 12,,,ei,,,,Rootsi,,18. sajand,ankur,ankur,,,,,,,,"Kahekäpaline raudankur. Sääre pikkus ligikaudu 480 – 490 cm (osaliselt maa sees), käpa pikkus ligikaudu 180 cm, küüne pikkus 85 cm ja laius 70 cm. Rõnga läbimõõt 71 cm.","1790 - osalemine merelahingus
1987 - ülestõstmine
 - väljapanek Estonia puiesteele",,,,,,,,,üles tõstetud,,,,,,Aegna saare lähistel,merelahing,1790,,Aegna,saarelähedane,"Oletatavasti kuulus Rootsi liinilaevale ""Riksens Ständer"", mis hukkus 1790. aasta merelahingus",,,,1987,"Hüdrograafialaev ""Sekstant"" meeskond",Üles tõstetud hüdrograafialaev “Sekstant” poolt Aegna saare lähistelt 1897.a. Välja pandud koos suurtükiga Estonia puiesteele kui 1790.a. merelahingu monument.,jah,,,,B Mäss,marina,red_circle,"Ankur 12, Raj. II - , kahekäpaline raudankur, üles tõstetud hüdrograafialaev “Sekstant” poolt Aegna saare lähistelt 1897.a. Kuulub oletatavasti Rootsi liinilaevale “Riksens Ständer”. Välja pandud koos suurtükiga Estonia puiesteele kui 1790.a. merelahingu monument. Sääre pikkus ligikaudu 480 – 490 cm (osaliselt maa sees), käpa pikkus ligikaudu 180 cm, küüne pikkus 85 cm ja laius 70 cm. Rõnga läbimõõt 71 cm. (B Mäss)"
2392,Ankur 13,,,ei,,,,,,,ankur,ankur,,,,,,,,"Kahekäpaline raudankur. Üldpikkus 242 cm, sääre pikkus 220 cm, käpa pikkus 104 cm, küüne pikkus 46 cm, küüne laius 42 cm. Ankrutou kinnitamiseks figuurne seekel.","1970ndad - ülestõstmine, Naissaar",,,,,,,,,üles tõstetud,,,,,,Naissaare sadama ees,,,,Naissaar,sadamalähedane,,,,Heas seisukorras,,,Üles tõstetud teise laeva ankruga Naissaare sadama eest 1970.aastail. Asub Miiduranna külas Peeter Kuub´i maja juures.,jah,,,,B Mäss,marina,red_circle,"Ankur 13, Raj. II - , kahekäpaline raudankur, üles tõstetud teise laeva ankruga Naissaare sadama eest 1970.aastail. Heas seisukorras. Üldpikkus 242 cm, sääre pikkus 220 cm, käpa pikkus 104 cm, küüne pikkus 46 cm, küüne laius 42 cm. Ankrutou kinnitamiseks figuurne seekel. Asub Miiduranna külas Peeter Kuub´i maja juures. (B Mäss)"
2394,Ankur 3,,,ei,,,,,,,ankur,ankur,,,,,,,,"Kahekäpaline raudankur. Üldpikkus 395 cm, käpa pikkus 165 cm, küüne pikkus 66 cm ja laius 66 cm. Puust risttugi puudub. Ankruköie kinnitamiseks rõngas diameetriga 63 cm.","sügis 1998 - avastamine, Tallinna Vanasadam",,,,,,,,,üles tõstetud,,,,,,Tallinna Vanasadama bassein nr 1,,,,Tallinna Vanasadam,sadam,,,,Säilivusaste väga hea,1998,,"Leitud Tallinna Vanasadama süvendustööde käigus basseinist nr.1, 1998.a. sügisel.Asub Meremuuseumis.",jah,,,,videofilm,marina,red_circle,"Ankur 3, Raj. II - , kahekäpaline raudankur, leitud Tallinna Vanasadama süvendustööde käigus basseinist nr.1, 1998.a. sügisel. Üldpikkus 395 cm, käpa pikkus 165 cm, küüne pikkus 66 cm ja laius 66 cm. Puust risttugi puudub. Ankruköie kinnitamiseks rõngas diameetriga 63 cm. Säilivusaste väga hea. Asub Meremuuseumis. (videofilm)"
2389,Ankur 10,,,ei,,,,,,,ankur,ankur,,,,,,,,"Neljakäpaline raudankur. Üldpikkus 190 cm, sääre pikkus 151 cm, käpa pikkus 120 cm, küüne pikkus 32 cm ja laius 30 cm. Üks küüs murdunud. Rõngas ankrutou kinnitamiseks oli algselt kaetud mähisega.",1970ndad - ülestõstmine kalatraaliga,,,,,,,,,üles tõstetud,,,,,,Tallinna madala ja Aegna saare vaheline ala,,,,Tallinnamadal-Aegna saar,laht,,,,,,Kalatraaleri meeskond,Üles tõstetud kalatraaliga Tallinna madala ja Aegna saare vaheliselt alalt 1970.aastail. Asub Meremuuseumis.,jah,,,,"B Mäss, foto",marina,red_circle,"Ankur 10, Raj. II - , neljakäpaline raudankur, üles tõstetud kalatraaliga Tallinna madala ja Aegna saare vaheliselt alalt 1970.aastail. Üldpikkus 190 cm, sääre pikkus 151 cm, käpa pikkus 120 cm, küüne pikkus 32 cm ja laius 30 cm. Üks küüs murdunud. Rõngas ankrutou kinnitamiseks oli algselt kaetud mähisega. Asub Meremuuseumis. (B Mäss, foto)"
3140,Ankur 16,,,ei,,,,,,,ankur,ankur,,,,,,,,"Omapäraks on, et tammepuust stokk on kinnitatud ühekorraga kahele ankrusäärele. Üks säärtest on teiselpool stokki murdunud, teine lõpeb ühe ankrukäpaga. Teine käppadest on murdunud. Ankrustoki pikkus on 3.64 m, ankrusääre max. pikkus on 2.64 m. Käpa pikkus on 0.68 m.","2000 - väljatraalimine, Osmussaar",,,,,,,,,üles tõstetud,,,,,,Osmussaare NO rand,,,25,Osmussaar,saarelähedane,,,,,2000,"Traalpaatide ""Anu"" ja ""Ann"" meeskonnad","2000.a. augustis Dirhami traalpaatide ""Anu"" ja ""Ann"" poolt Osmussaare NO rannast ligikaudu 25 m sügavuselt väljatraalitud. Ankur asub Haapsalus, Rannarootsi muuseumis.",jah,,,,Osmussaare ankur,marina,purple_circle,"Ankur 16, Raj. III -  , 2000.a. augustis Dirhami traalpaatide Anu ja Ann poolt Osmussaare NO rannast ligikaudu 25 m sügavuselt väljatraalitud ankur. Omapäraks on, et tammepuust stokk on kinnitatud ühekorraga kahele ankrusäärele. Üks säärtest on teiselpool stokki murdunud, teine lõpeb ühe ankrukäpaga. Teine käppadest on murdunud. Ankrustoki pikkus on 3.64 m, ankrusääre max. pikkus on 2.64 m. Käpa pikkus on 0.68 m. Ankur asub Haapsalus, Rannarootsi muuseumis. (B Kallaste, foto (Osmussaare ankur), joonis)"
2393,Ankur 2,,,ei,,,,,,,ankur,ankur,,,,,,,,"Puust risttoega kahekäpaline raudankur. Üldpikkus 230 cm, sääre pikkus 215 cm, käpa pikkus 100 cm, puust risttoe pikkus 262 cm, küüne pikkus ja laius 35×35 cm.","22.07.1998 - väljatraalimine, Aegna poi",,,,,,,,,üles tõstetud,,,,,,Aegna poi lähistel (NO pool 30 m sügavusel),,,30,Aegna,saarelähedane,,,,,1998,,Aegna poi lähistelt 22.07.98.a. traaliga välja tõmmatud. Asub Meremuuseumis.,jah,,,,B Meiesaar,marina,red_circle,"Ankur 2, Raj. II - , puust risttoega kahekäpaline raudankur, Aegna poi lähistelt (NO poolt 30 m sügavuselt) 22.07.98.a. traaliga välja tõmmatud. Üldpikkus 230 cm, sääre pikkus 215 cm, käpa pikkus 100 cm, puust risttoe pikkus 262 cm, küüne pikkus ja laius 35×35 cm. Asub Meremuuseumis. (B Meiesaar)"
210,S.ankur,,,ei,,,,,,,ankur,ankur,,,,,,,,Suur ankur,1994 - avastamine,,,,,,,,,,59.614,24.5488,,,,Naissaare tuletornist ca 1 miil NE poole,,,46,Naissaar,saarelähedane,,,,,1994,"Rootsi uurimislaev ""Ocean Surveyor""",Rootsi uurimislaeva Ocean Surveyor poolt 1994. aastal leitud suur ankur,ei,,,,A SEDAEST report 1994,marina,red_circle,"S.ankur, Raj. II  -  , Rootsi uurimislaeva Ocean Surveyor poolt 1994. Aastal leitud suur ankur Naissaare tuletornist ca 1 miil NE poole 46 m sügavusel, koordinaatides 59*36,84´N; 24*32,93´E. (A SEDAEST report 1994)"
218,VTA 1 ank,,,ei,,,,,,,ankur,ankur,,,,,,,,Tundmatu laeva suur kahekäpaline ankur. Ankru taga oli seekelühendusega pikk ankrukett.,"15.11.2016 - avastamine, Hülkkari neem",,,,,,,,"Võimlik, et kaks ankrut olid Naissaare ranna all ujuvkraana ankurdamiseks Peeter Suure merekindluse ehitustöödel.",üles tõstetud,59.5458,24.58,,,,"Naissaare Hülkkari neemest 0,5 miili ENE poole",,,,Hülkkari neem,neem,,,,,2016,Veeteede Amet,"Leitud Veeteede Ameti poolt Naissaare Hülkkari neemest 0,5 miili ENE poole koos teise samasugusega. Mõlemad ankrud tõsteti üles ja viidi Hundipea sadamasse. Võimlik, et kaks ankrut olid Naissaare ranna all ujuvkraana ankurdamiseks Peeter Suure merekindluse ehitustöödel.",jah,,,,B Mäss,marina,red_circle,"VTA 1 ank. Raj. II -  , tundmatu laeva suur kahekäpaline ankur leitud Veeteede Ameti poolt Naissaare Hülkkari neemest 0,5 miili ENE poole koos teise samasugusega VTA 2 ank.         Ank. 1 leiukoha koordinaadid 59*32,749´N; 24*34,800´E. Ank. 2 leiukoha koordinaadid 59*32,727´N; 24*34,890´E. Mõlema ankru taga oli seekelühendusega pikk ankrukett. Mõlemad ankrud tõsteti üles ja viidi Hundipea sadamasse. Ankrud leiti 2016.a.15.novembril.(B Mäss)"
218,VTA 2 ank,,,ei,,,,,,,ankur,ankur,,,,,,,,Tundmatu laeva suur kahekäpaline ankur. Ankru taga oli seekelühendusega pikk ankrukett.,"15.11.2016 - avastamine, Hülkkari neem",,,,,,,,"Võimlik, et kaks ankrut olid Naissaare ranna all ujuvkraana ankurdamiseks Peeter Suure merekindluse ehitustöödel.",üles tõstetud,59.54545,24.5815,,,,"Naissaare Hülkkari neemest 0,5 miili ENE poole",,,,Hülkkari neem,neem,,,,,2016,Veeteede Amet,"Leitud Veeteede Ameti poolt Naissaare Hülkkari neemest 0,5 miili ENE poole koos teise samasugusega. Mõlemad ankrud tõsteti üles ja viidi Hundipea sadamasse. Võimlik, et kaks ankrut olid Naissaare ranna all ujuvkraana ankurdamiseks Peeter Suure merekindluse ehitustöödel.",jah,,,,B Mäss,marina,red_circle,"VTA 1 ank. Raj. II -  , tundmatu laeva suur kahekäpaline ankur leitud Veeteede Ameti poolt Naissaare Hülkkari neemest 0,5 miili ENE poole koos teise samasugusega VTA 2 ank.         Ank. 1 leiukoha koordinaadid 59*32,749´N; 24*34,800´E. Ank. 2 leiukoha koordinaadid 59*32,727´N; 24*34,890´E. Mõlema ankru taga oli seekelühendusega pikk ankrukett. Mõlemad ankrud tõsteti üles ja viidi Hundipea sadamasse. Ankrud leiti 2016.a.15.novembril.(B Mäss)"
29,Miiniank 1,,,ei,,,,,,,ankur,ankur,,,,,,,,Tundmatut päritolu miiniankur.,"2009 - avastamine, Naissaar
22.11.2009 - ROV- salvestus",,,,,,,,,jah,59.5994,24.5486,,,,"Naissaare E- küljel, 0,9 miili kaldast",,,,Naissaar,saarelähedane,,,,,2009,Andrei Ossiptšuk,"Leitud Naissaare E küljelt, 0,9 miili kaldast, koordinaatides 59*35,966´N; 24*32,917´E. Leidis A.Ossiptšuk 2009.a. Kujutis salvestatud K.Peremehe ROV abil 22.11.09.a.",ei,,,,B Ossiptšuk,marina,red_circle,"miiniank 1, Raj. II - , tundmatut päritolu miiniankur, leitud Naissaare E küljelt, 0,9 miili kaldast, koordinaatides 59*35,966´N; 24*32,917´E. Leidis A.Ossiptšuk 2009.a. Kujutis salvestatud K.Peremehe ROV abil 22.11.09.a. (B Ossiptšuk)"
3139,Ankur 1,,,ei,,,,,,,ankur,ankur,,,,,,,,Valmistatud puust,"24.09.1987 - ülestõstmine kalatraaliga, Suurupi
1987 - toimetamine hoiule Meremuuseumisse",,,,,,,,,üles tõstetud,,,,,,Üles tõstetud Suurupi lähistelt,,,,Suurupi,poolsaar,,,,Säilivusaste keskmine,1987,Kalatraaleri meeskond,Üles tõstetud kalatraaliga Suurupi lähistelt 24.09.1987.a. Asub Meremuuseumis.,jah,,,,"Mäss, foto, joonis",marina,purple_circle,"Ankur 1, Raj. III -   , puust ankur, üles tõstetud kalatraaliga Suurupi lähistelt 24.09.1987.a. Säilivusaste keskmine. Asub Meremuuseumis. (Mäss, foto, joonis)"
2390,Ankur 11,,,ei,,,,,,,ankur,ankur,,,,,,,,"Viiekäpaline raudankur. Üldpikkus 180 cm, sääre pikkus 150 cm, käpa pikkus varieerub 50 – 60 cm. Ankrutou kinnituseks rõngas.","1980ndad - väljatraalimine, Prangli",,,,,,,,,üles tõstetud,,,,,,Prangli idapoolne külg,,,,Prangli saar,saarelähedane,,,,,,Traalpaatide meeskonnad,Välja traalitud Prangli idapoolselt küljelt traalpaatide poolt 1980.aastail. Asub Meremuuseumis.,jah,,,,"B Mäss, foto",marina,red_circle,"Ankur 11, Raj. II - , viiekäpaline raudankur, välja traalitud Prangli idapoolselt küljelt traalpaatide poolt 1980.aastail. Üldpikkus 180 cm, sääre pikkus 150 cm, käpa pikkus varieerub 50 – 60 cm. Ankrutou kinnituseks rõngas. Asub Meremuuseumis. (B Mäss, foto)"
2352,anku,,,,,,,,,,ankur,ankur,,,,,,,,,,,,,,,,,,,59.5897,25.9197,,,,,,,,,,,,,,,,,,,,,,marina,red_circle,
4112,Hari ankur,,,,,,,,,,ankur,ankur,,,,,,,,,,,,,,,,,,,59.1349,22.9455,,,,,,,,Hari kurk,väin,,,,,,,,,,,,,marina,pink_circle,
2210,Koppel 1,,,ei,,,,,,,teade,ankur,,,,,,,,Tundmatu laeva ankur,1985 - teade,,,,,,,,,,59.6483,25.03,,,,Prangli saare lähistel,,,,Prangli saar,saarelähedane,,,,,,,Leidmata,ei,,,,B V.Koppelmann 1985,rec_info_circle,red_circle,"Koppel 1, Raj. II - , tundmatu laeva ankur Prangli saare lähistel. Leidmata. (B V.Koppelmann 1985)"
4152,Holmi,Holmi,,ei,,,,,,20. sajand,traaler,kalalaev,,,,,,,,Jaroslavets-tüüpi kaater,1968 - laevahukk,,,,,,,,,jah,59.2125,23.4922,,,,Dirhami sadama lähistel,karilesõit,1968,,Dirhami,sadamalähedane,Sõitis Dirhami sadama lähistel karidele 1968. a.,,,Tormi poolt purustatud,,,,ei,,,,B Tamberg,w_blue,pink_circle,"Holmi, Raj. IV -  , kalatraaler (Jaroslavets tüüpi kaater), sõitis Dirhami sadama lähistel karidele 1968.a. Tormi poolt purustatud. (B Tamberg)"
4212,Voosi,Voosi,,ei,,,,,,20. sajand,traaler,kalalaev,,,,,,,,Jaroslavets-tüüpi kaater,1967 - laevahukk,,,,,,,,,jah,,,,,,W pool Põõsaspead,karilesõit,1967,,Põõsaspea neem,neem,Hukkus rannakividel W pool Põõsaspead 1967 a. Täielikult purunenud.,,,,,,,ei,,,,B Tamberg,w_blue,pink_circle,"Voosi, Raj. IV -   , kalatraaler (Jaroslavets tüüpi kaater), hukkus rannakividel W pool Põõsaspead 1967.a.  Täielikult purunenud.(B Tamberg)"
2488,MRT-56,MRT-56,,ei,,,,Bulgaaria,,20. sajand,traaler,kalalaev,,,,,,,,KFK-tüüpi puukerega kalatraaler,1968 - mahakandmine ja põletamine,,,,,,,,,jah,,,,,,"Aegna karid, reid","mahakandmine, põletamine",1968,,Aegna,saarelähedane,"Mahakantuna 1968.a. pandi põlema ja lasti SW tuulega Aegna karidesse. Sealt triivis reidile, kus uppus.",,,,,,Leiti MCOPEST miinitõrjeoperatsiooni käigus.,ei,,,,"B Laasimere, tüübi foto",w_blue,red_circle,"MRT-56, Raj. II - , Bulgaarias ehitatud KFK tüüpi puukerega kalatraaler, mahakantuna 1968.a. pandi põlema ja lasti SW tuulega Aegna karidesse. Sealt triivis reidile, kus uppus. Leiti MCOPEST miinitõrjeoperatsiooni käigus. (B Laasimere, tüübi foto)"
640,HT-0077,HT-0077,,ei,,1244,,Venemaa,,20. sajand,traaler,kalalaev,mootorlaev,,,,,,,Leningradi PTS-tüüpi kalavastuvõtulaeva vrakk,05.06.1980 - avastamine,,,,,,,,,jah,58.4974,21.7653,,,,Kiipsaarenukast W pool,,,13,Kiipsaare,rannikulähedane,,,,,1980,Eesti Meremuuseum,Leitud Saaremaa ekspeditsiooni ajal 05.06.1980.,ei,,,,merekaardil,w_blue,ltblu_circle,"HT-0077, Raj. VI -  , Leningradi PTS tüüpi kalavastuvõtulaeva vrakk, leitud Saaremaa ekspeditsiooni ajal Kiipsaarenukast W pool 13 m sügavuselt 05.06.1980.a.(merekaardil)"
4145,Avely,Avely,MSTB-206,ei,,,,Venemaa,1985,20. sajand,traaler,kalalaev,,17.56,4.27,,29,,,MSTB tüüpi kalatraaler,"1985 - ehitamine, Sovetsk
06.03.1997 - laevahukk",,,,,,,,,jah,59.3202,23.3185,,,,,torm,1997,,Osmussaar,saarelähedane,Uppus tormise ilmaga teise MSTB puksiiris Osmussaare lähedal 06.03.1997,,,,,,Asukoht on arvatav. Kontrollimata,ei,,,,"A54, A102",w_blue,pink_circle,"Avely (ex MSTB-206), Raj. IV -  , MSTB tüüpi kalatraaler, ehit. Venemaal (Sovetskis) 1985.a. 29,0 BRT  L=17,56 m  B=4,27 m , uppus tormise ilmaga teise MSTB puksiiris Osmussaare lähedal 06.03.1997.a. Arvatav asukoht 59*19,210´N; 23*19,110´E. Kontrollimata. (A54, A102)"
367,Aries,Aries,,ei,,,,,1970,20. sajand,traaler,kalalaev,,27.12,5.5,,,,,PTS-tüüpi kalatraaler,"1970  - ehitamine
01.11.1999 - laevahukk",,,,,,,,,jah,59.3564,24.0402,,,,Pakri muulist 100 m N pool,,,,Pakri,rannikulähedane,"Jooksis randa Paldiski lahes, Hukkus.",,,,1999,,,ei,,,,"A244 lk.120, B Saul, foto",w_blue,purple_circle,"Aries, Raj. III -   , PTS tüüpi kalatraaler, ehit.1970, pikkus 27,12 m, laius 5,50 m, jooksis randa Paldiski lahes, Pakri muulist 100 m N pool 01.11.1999.a. Hukkus. (A244 lk.120, B Saul, foto)"
4106,Thea,Thea,"Diiby, TB-27",ei,,,,Eesti,1985,20. sajand,traaler,kalalaev,,14.5,3.5,,,,,Puidust kalatraaler,"1985 - ehitamine, Eesti
06.03.1998 - laevahukk",,,,,,,,,jah,59.0833,22.88,,,,Selgrahu kari,karilesõit,1998,,Selgrahu,kari,Sõitis Selgrahu karile 06.03.1998.,,,Mere poolt purustatud,,,Täpsem asukoht puudub,ei,,,,"A102, Sõnumileht 08.03.98",w_blue,pink_circle,"Thea (ex Diiby, TB-27), Raj. IV -   , puidust kalatraaler, ehit. Eestis 1985.a., L=14,50 m  B=3,50 m, sõitis Selgrahu karile 06.03.1998.a. Täpne asukoht ouudub. Mere poolt purustatud. (A102, Sõnumileht 08.03.98)"
4181,Katrin,Katrin,,ei,,,,"Eesti, Saaremaa",1960,20. sajand,traaler,kalalaev,,24.57,6.49,,289,,,Puitkerega,"1960 - ehitamine, Norra
21.11.2000 - laevahukk",,,Veere sadam-Tallinn,,Veere sadam,Tallinn,,,jah,,,,,,Ristna neemest loode ? pool,,2000,,Ristna,neem,"uppus (uputati?) Ristna neemest loode (?) pool, teel Veere sadamast Tallinna 21.11.2000.a. Otsiti Krogius kindlustusseltsi tellimusel sonari abil põhjalikult, kuid jäi leidmata.",,,,,,"Otsiti Krogius kindlustusseltsi tellimusel sonari abil põhjalikult, kuid jäi leidmata.",ei,,,,A VTA Teataja nr.4/2000,w_blue,pink_circle,"Katrin, Raj. IV -  , puitkerega Saaremaa kalatraaler, ehit. 1960 Norras, L=24,57 m  B=6,49 m, 289 BRT, uppus (uputati?) Ristna neemest loode (?) pool, teel Veere sadamast Tallinna 21.11.2000.a. Otsiti Krogius kindlustusseltsi tellimusel sonari abil põhjalikult, kuid jäi leidmata. (A VTA Teataja nr.4/2000)"
3166,MRT-1047,MRT-1047,,ei,,,,Rootsi,,20. sajand,traaler,kalalaev,,23.4,6.4,,107,,,Puitkerega kalatraaler,1975 - uputamine,,,,,,,,,jah,,,,,,Meeruse sadama kai W-poolsel küljel,uputamine,1975,,Meeruse,sadam,"Uputati mahakantuna lainemurdjaks (kai kaitseks) ligikaudu 1975.a. tolleaegse Majaka kolh., praeguse Meeruse sadama kai W poolsele küljele.",,,,,,,ei,,,,"Nordman, tüübi foto",w_blue,purple_circle,"MRT-1047, Raj.III -   , Rootsis ehitatud puukerega kalatraaler. 107 BRT. L=23,4 m B=6,4 m, uputati mahakantuna lainemurdjaks (kai kaitseks) ligikaudu 1975.a. tolleaegse Majaka kolh., praeguse Meeruse sadama kai W poolsele küljele. (Nordman, tüübi foto)"
6176,STB-7173,STB-7173,,ei,,,,,,20. sajand,traaler,kalalaev,,17.1,,,,,,Pärnu Mootorkalapüügijaama STB-tüüpi teraskerega kalatraaler,"pärast II maailmasõda - ehitamine, Saksamaa
26.03.1959 - laevahukk
03.-04.09.2013 - tutvumine toimikuga ERA.R.2042.1.58 Rahvusarhiivis
14.07.2014 - vraki otsimine",,,,,,,,,jah,58.00005,23.4945167,57.99,23.4867,ligikaudne,,kokkupõrge,1959,,,,Hukkus juurdlustoimiku andmeil 26. märtsil 1959. aastal kokkupõrkel kaubalaevaga Naissaar.,,Nähtavalt kreenis,,2014,Eesti Meremuuseum,"Avarii juurdlustoimik asub Rahvusarhiivis ERA.R-2042.1.58 Toimikuga tutvutud 03.-04. Septembril 2013.a. Sissekanded vastuolulised. Uurimislaev Mare otsis vrakki 14.07.2014. aastal ja leidis koordinaatides 58*00,003´N; 23*29,671´E (STB 3) nähtavalt kreenis oleva 17,1 m pikkuse vraki, mis võib olla otsitav STB(?).",ei,,,,"A 388,A389, B Nordman, Mäss, Niglas,  tüübi foto, sonari pilt",w_blue,ltblu_circle,"STB-7173, Raj. VI -   , Pärnu Mootorkalapüügijaama STB tüüpi, Saksamaal pealesõjaaastail ehitatud teraskerega kalatraaler, hukkus juurdlustoimiku andmeil 26. märtsil 1959. aastal kokkupõrkel kaubalaevaga Naissaar koordinaatides 57*59,4´N; 23*29,2´E. Avarii juurdlustoimik asub Rahvusarhiivis ERA.R-2042.1.58 Toimikuga tutvutud 03.-04. Septembril 2013.a. Sissekanded vastuolulised. Uurimislaev Mare otsis vrakki 14.07.2014. aastal ja leidis koordinaatides 58*00,003´N; 23*29,671´E (STB 3) nähtavalt kreenis oleva 17,1 m pikkuse vraki, mis võib olla otsitav STB(?).(A 388,A389, B Nordman, Mäss, Niglas,  tüübi foto, sonari pilt)"
695,MRT-03,MRT-03,,ei,,,,Läti,,20. sajand,traaler,kalalaev,,,,,,,,Soome-tüüpi MRT,1965 - laevahukk,,,,,,,,,jah,58.4996,22.1399,,,,"Saaremaa rannas, Tagalahe idapoolsel kaldal Merise majaka all",karilesõit,1965,,Tagalaht,rannikulähedane,"Sõitis 1965.aasta sügisel kinni Saaremaa randa, Tagalahe idapoolsele kaldale Merise majaka alla. Vrakk jäeti maha ja hävis hiljem.",,,,,,,ei,,,,A205 lk.149,w_blue,ltblu_circle,"MRT-03, Raj. VI -  , Läti kalatraaler (Soome tüüpi MRT), sõitis 1965.aasta sügisel kinni Saaremaa randa, Tagalahe idapoolsele kaldale Merise majaka alla. Vrakk jäeti maha ja hävis hiljem. (A205 lk.149)"
4176,Hovan,Hovan,,ei,,,,,,20. sajand,traaler,kalalaev,,,,,,,,"SRT-tüüpi traaler, kalavastuvõtulaev, pilsivete separaator",1980 - lammutamine,,,,,,,,,lammutatud,,,,,,Dirhami,lammutamine,,,Dirhami,sadam,Lammutati Dirhami sadamas 1980. aastail.,,,,,,,ei,,,,B Tamberg,mechanic,pink_circle,"Hovan, Raj. IV -  , SRT tüüpi traaler, kalavastuvõtulaev, pilsivete separaator, lammutati Dirhami sadamas 1980.aastail. (B Tamberg)"
292,Käsmu,Käsmu,TB-0017,ei,,,,Venemaa,1968,20. sajand,traaler,kalalaev,,27.1,5.5,,,,,TB- tüüpi kalatraaler,"1968 - ehitamine, Venemaa
15.10.1993 - laevahukk",,,,,,,,,jah,59.6025,24.7317,,,,Aegna kivid,torm,1993,,Aegna,kivid,Sõitis kinni Aegna kividele ja purunes tormis,hävinud,Hävinud,,,,,ei,,,,"merekaardil, A102, foto",w_blue,red_circle,"Käsmu (TB-0017), Raj. II - , TB tüüpi kalatraaler, ehit. Venemaal 1968.a., L=27,10 m  B=5,50 m sõitis kinni Aegna kividele 15.10.1993.a, purunes tormis. Mere poolt täiesti hävitatud. (merekaardil, A102, foto)"
3153,Juminda,Juminda,TB-0014,ei,,,,Venemaa,1969,20. sajand,traaler,kalalaev,,27.1,5.5,,,,,TB-tüüpi kalatraaler,"1969 - ehitamine, Astrahan
26.01.1999 - laevahukk",,,,,,,,,lammutatud,,,,,,"Tilgu sadama kividel, Rannamõisa lähistel, Kakumäe lahes",puksiiriotsa katkemine ?,1999,,Tilgu,sadam,"Sattus mahakantuna puksiirotsa katkemise tõttu (?) Tilgu sadama kividele, Rannamõisa lähistele, Kakumäe lahte 26.01.1999.a. Põhjalikult lagunenud ja lammutatud.",,,Põhjalikult lagunenud ja lammutatud,,,,ei,,,,"A 244 lk.118, foto",mechanic,purple_circle,"Juminda (TB-0014), Raj. III -  , TB tüüpi kalatraaler, ehit. Astrahanis 1969.a. Pikkus 27,10 m  laius 5,50 m. Sattus mahakantuna puksiirotsa katkemise tõttu (?) Tilgu sadama kividele, Rannamõisa lähistele, Kakumäe lahte 26.01.1999.a. Põhjalikult lagunenud ja lammutatud. (A 244 lk.118, foto)"
2458,Kessu,Kessu,,ei,,,Mereinspektsioon,Venemaa,,20. sajand,traaler,kalalaev,mootorlaev,,,,,,,"TB-tüüpi kalatraaler, hilisem Mereinspektsiooni kontroll-laev","1990ndad - uppumine, ülestõstmine",,,,,,,,,üles tõstetud,,,,,,Lennusadam,uppumine,,,Lennusadam,sadam,Uppus mahajäetuna Tallinna Lennusadamas 1990-ndail aastail. Tõsteti hiljem üles.,,,,,,,jah,,,,"A98, foto",mechanic,red_circle,"Kessu, Raj. II -  , mootorlaev, end. TB tüüpi kalatraaler, hilisem Mereinspektsiooni kontroll-laev, uppus mahajäetuna Tallinna Lennusadamas 1990-ndail aastail. Tõsteti hiljem üles. (A98, foto)"
